Date,Open,High,Low,Close,Volume,Adj Close
2011-01-07,333.98999399999997,336.34999500000004,331.900013,336.120003,77982800,44.709458000000005
2011-01-10,338.829998,343.229992,337.169987,342.450001,112140000,45.551451
2011-01-11,344.87998999999996,344.959991,339.470013,341.639996,111027000,45.443707
2011-01-12,343.249992,344.429993,342.000004,344.420006,75647600,45.813494
2011-01-13,345.159996,346.640003,343.850006,345.680008,74195100,45.981095
2011-01-14,345.88999900000005,348.479992,344.440006,348.479992,77210000,46.353539000000005
2011-01-18,329.520012,344.759987,326.000011,340.650013,470249500,45.312024
2011-01-19,348.350002,348.59999500000004,336.879993,338.840012,283903200,45.071264
2011-01-20,336.429996,338.299999,330.119999,332.680004,191197300,44.251882
2011-01-21,333.769989,334.880001,326.63001299999996,326.72000099999997,188600300,43.459103999999996
2011-01-24,326.869991,337.449993,326.72000099999997,337.449993,143670800,44.886369
2011-01-25,336.329994,341.439991,334.570007,341.39999,136717000,45.411783
2011-01-26,342.95999900000004,345.600006,341.499992,343.850006,126718900,45.737675
2011-01-27,343.779991,344.689999,342.83000899999996,343.209991,71256500,45.652543
2011-01-28,344.169987,344.40000499999996,333.53001,336.100002,148014300,44.706798
2011-01-31,335.799995,340.040012,334.299988,339.319996,94311700,45.13511
2011-02-01,341.299988,345.649994,340.980007,345.030006,106658300,45.894634
2011-02-02,344.449993,345.250011,343.549999,344.320004,64738800,45.800191999999996
2011-02-03,343.799992,344.240002,338.549992,343.44001000000003,98449400,45.683139000000004
2011-02-04,343.639988,346.700005,343.509998,346.5,80460100,46.090167
2011-02-07,347.889992,353.250008,347.63999900000005,351.87998999999996,121255400,46.805794
2011-02-08,353.680004,355.519993,352.150009,355.200012,95260200,47.247411
2011-02-09,355.189999,358.999992,354.869991,358.16,120686300,47.641138
2011-02-10,357.389996,359.999989,348.000008,354.539997,232137500,47.159619
2011-02-11,354.749989,357.799992,353.54000099999996,356.85001,91893200,47.466888
2011-02-14,356.790009,359.48000299999995,356.71000699999996,359.179996,77604100,47.776814
2011-02-15,359.19001000000003,359.97000099999997,357.549999,359.900013,71043700,47.872588
2011-02-16,360.800007,364.899994,360.5,363.129993,120289400,48.302229
2011-02-17,357.249992,360.270008,356.519989,358.300003,132645800,47.659760999999996
2011-02-18,358.70999900000004,359.500004,349.519989,350.56001299999997,204014300,46.630216
2011-02-22,342.149994,345.40000200000003,337.720013,338.60999300000003,218138900,45.040668
2011-02-23,338.76999700000005,344.64001099999996,338.60999300000003,342.619991,167963600,45.574063
2011-02-24,344.01999700000005,345.150009,338.36998700000004,342.879997,124975200,45.608647999999995
2011-02-25,345.259998,348.430004,344.799988,348.160011,95004700,46.310976000000004
2011-02-28,351.240002,355.049995,351.119999,353.21000699999996,100768500,46.982708
2011-03-01,355.47000499999996,355.71999700000003,347.68,349.309998,114034200,46.463943
2011-03-02,349.95999900000004,354.350006,348.39999,352.119995,150647700,46.837719
2011-03-03,357.189991,359.789997,355.920002,359.560005,125197100,47.827362
2011-03-04,360.070004,360.290009,357.750004,359.999989,113316700,47.885887
2011-03-07,361.399994,361.669987,351.30998999999997,355.35998900000004,136530800,47.268691
2011-03-08,354.909992,357.400009,352.250011,355.759998,89079200,47.321899
2011-03-09,354.68998700000003,354.760002,350.599987,352.46999,113326500,46.884274
2011-03-10,349.120007,349.770008,344.89999,346.66999100000004,126884800,46.112778999999996
2011-03-11,345.330013,352.32,344.999992,351.990005,117770100,46.820428
2011-03-14,353.179993,356.479988,351.30998999999997,353.560001,108989300,47.029263
2011-03-15,342.100006,347.840004,340.099987,345.42998900000003,180270300,45.947839
2011-03-16,342.000004,343.0,326.259991,330.01001,290502800,43.896729
2011-03-17,336.830006,339.60998900000004,330.660011,334.639996,164855600,44.512593
2011-03-18,337.13001299999996,338.199997,329.999996,330.669998,188303500,43.984518
2011-03-21,335.990013,339.740005,335.26001,339.299995,102350500,45.132449
2011-03-22,342.55998999999997,342.619991,339.139992,341.200012,81480700,45.385182
2011-03-23,339.27999500000004,340.21999,335.950012,339.190006,93249100,45.117819
2011-03-24,341.849987,345.999989,338.860012,344.97000499999996,101178000,45.886653
2011-03-25,348.069996,352.059994,347.020012,351.540009,112227500,46.760571
2011-03-28,353.15000499999996,354.319992,350.44001000000003,350.44001000000003,77338800,46.614253000000005
2011-03-29,347.66,350.959995,346.05998999999997,350.959995,88225200,46.68342
2011-03-30,350.639988,350.879993,347.439995,348.630009,82351500,46.373492999999996
2011-03-31,346.359997,349.799995,346.05998999999997,348.51000600000003,68504800,46.357531
2011-04-01,351.110012,351.589996,343.300007,344.560009,104665400,45.832117
2011-04-04,344.30998999999997,344.60001,338.40000200000003,341.189999,115021200,45.38385
2011-04-05,336.990009,342.249996,336.0,338.88999900000005,120682800,45.077913
2011-04-06,341.220013,343.899994,337.13999900000005,338.03999300000004,100634800,44.964847999999996
2011-04-07,338.09999500000004,340.430008,336.029987,338.079994,93361800,44.970169
2011-04-08,339.92001,340.15000200000003,333.949993,335.060005,94383800,44.568461
2011-04-11,334.060009,335.670006,330.01999700000005,330.799988,99736700,44.001809
2011-04-12,330.48999399999997,333.729988,330.200001,332.399998,106409800,44.214636999999996
2011-04-13,335.02000400000003,336.140003,332.52,336.12998999999996,86555000,44.710786
2011-04-14,334.799999,336.0,332.05998999999997,332.419998,75450200,44.217296999999995
2011-04-15,333.299992,333.63999900000005,326.800003,327.459991,113401400,43.557534999999994
2011-04-18,326.099987,332.230007,320.160011,331.84999799999997,152474700,44.141478
2011-04-19,333.099987,337.979992,331.709995,337.85998900000004,104844600,44.940905
2011-04-20,343.509998,345.749996,341.499992,342.41,175166600,45.546131
2011-04-21,355.000008,355.129997,348.519993,350.699989,188452600,46.648835
2011-04-25,350.340008,353.749992,350.300007,353.010002,66636500,46.956103999999996
2011-04-26,353.620003,354.98999399999997,349.34999799999997,350.42001,84700000,46.611593
2011-04-27,352.239998,352.349987,347.099987,350.14999,89053300,46.575676
2011-04-28,346.190006,349.750008,345.52000400000003,346.749992,90239800,46.123421
2011-04-29,346.780006,353.949997,346.66999100000004,350.12998999999996,251586300,46.573015000000005
2011-05-02,349.73999399999997,350.46999700000003,345.500004,346.27999500000004,110678400,46.060903
2011-05-03,347.98999399999997,349.89001099999996,345.620007,348.200012,78337000,46.316297
2011-05-04,348.259987,351.830002,346.880009,349.570004,97312600,46.498528
2011-05-05,348.39999,350.950008,346.050003,346.749992,83992300,46.123421
2011-05-06,349.690006,350.0,346.21000699999996,346.660004,70033600,46.111451
2011-05-09,347.860004,349.200008,346.529987,347.59999799999997,51186800,46.236484999999995
2011-05-10,348.889988,349.690006,346.660004,349.450001,70522900,46.482566
2011-05-11,349.02000400000003,350.0,345.239998,347.23000299999995,84000000,46.18727
2011-05-12,346.119991,347.11998700000004,342.26999700000005,346.56998799999997,80500000,46.099477
2011-05-13,345.660007,346.250008,340.350006,340.499996,81529000,45.292069
2011-05-16,339.199993,341.220013,332.600002,333.299992,112443800,44.33435
2011-05-17,331.999989,336.140003,330.73,336.140003,113083600,44.712118
2011-05-18,336.46999700000003,341.049995,336.0,339.869995,83694100,45.208268
2011-05-19,342.080006,342.41,338.669994,340.53001,65292500,45.296061
2011-05-20,339.560001,340.949993,335.02000400000003,335.220009,84492100,44.589744
2011-05-23,329.970009,335.98,329.42001,334.39999,95900000,44.480668
2011-05-24,335.499989,335.899998,331.34,332.190006,80481800,44.186704
2011-05-25,333.430008,338.560005,332.84999500000004,336.779991,73556000,44.797247
2011-05-26,335.970013,336.89000699999997,334.430004,335.000004,55640200,44.56048
2011-05-27,334.799999,337.629997,334.310001,337.409992,50899800,44.881048
2011-05-31,341.10001,347.82999,341.000008,347.82999,104438600,46.267078000000005
2011-06-01,348.86998700000004,352.130009,344.649998,345.509991,138670700,45.95848
2011-06-02,346.5,347.980007,344.300003,346.099991,84695800,46.03696
2011-06-03,343.180004,345.330013,342.009991,343.44001000000003,78312500,45.683139000000004
2011-06-06,345.700008,347.049999,337.810001,338.03999300000004,115485300,44.964847999999996
2011-06-07,338.17001,338.21999700000003,331.900013,332.039989,132446300,44.16675
2011-06-08,331.78001,334.799999,330.649998,332.23999399999997,83430900,44.193353
2011-06-09,333.250004,333.669987,330.75,331.48999,68772200,44.093590999999996
2011-06-10,330.549995,331.660007,325.509987,325.900009,108488800,43.350032
2011-06-13,327.200012,328.309998,325.070004,326.59999799999997,82368300,43.443142
2011-06-14,329.999996,333.250004,329.309994,332.439999,83642300,44.219957
2011-06-15,329.750004,330.300003,324.88001299999996,326.749989,99799000,43.463093
2011-06-16,326.90000499999996,328.679993,318.33000899999996,325.159992,127647800,43.251597
2011-06-17,328.990013,329.249992,319.35999300000003,320.259987,153755000,42.599817
2011-06-20,317.36000099999995,317.700008,310.500004,315.320007,160161400,41.942718
2011-06-21,316.68001200000003,325.800007,315.200005,325.299995,123345600,43.27022
2011-06-22,325.159992,328.899998,322.380009,322.61000099999995,97645800,42.912407
2011-06-23,318.94001000000003,331.689995,318.119991,331.230011,139939800,44.059009
2011-06-24,331.36998700000004,333.15000200000003,325.090004,326.350006,109951800,43.409889
2011-06-27,327.590008,333.90000499999996,327.25,332.039989,84953400,44.16675
2011-06-28,333.650013,336.699989,333.439995,335.26001,73574900,44.595065000000005
2011-06-29,336.04000099999996,336.369995,331.88001299999996,334.040009,88136300,44.432784999999996
2011-06-30,334.699997,336.12998999999996,332.840008,335.670006,80738700,44.649601000000004
2011-07-01,335.950012,343.500011,334.200012,343.26000600000003,108828300,45.659195000000004
2011-07-05,343.0,349.83000899999996,342.499989,349.43,88763500,46.479905
2011-07-06,348.949989,354.099987,346.709991,351.759987,111156500,46.789832000000004
2011-07-07,354.669987,357.999996,354.000011,357.200005,99915900,47.513443
2011-07-08,353.339996,359.999989,352.199997,359.709995,122408300,47.847313
2011-07-11,356.340012,359.76999700000005,352.82001099999997,354.000011,110668600,47.087792
2011-07-12,353.529987,357.67998900000003,348.619995,353.749992,112902300,47.054534999999994
2011-07-13,358.32999,359.999989,356.38001299999996,358.01999700000005,97909700,47.622515
2011-07-14,361.009998,361.610012,356.340012,357.77000400000003,107633400,47.589262
2011-07-15,361.170002,364.999996,359.17001,364.919994,121116800,48.540328
2011-07-18,365.429993,374.64999,365.28000299999997,373.800011,143163300,49.721515000000004
2011-07-19,378.0,378.65000200000003,373.32,376.849987,204786400,50.127212
2011-07-20,396.11998700000004,396.27000400000003,385.999996,386.89999,235335100,51.464027
2011-07-21,386.950005,390.060009,383.90000200000003,387.290012,131633600,51.515906
2011-07-22,388.319996,395.050003,387.749996,393.300003,129182200,52.315333
2011-07-25,390.350002,399.999996,389.619999,398.499989,147451500,53.007017000000005
2011-07-26,399.999996,404.499992,399.67998900000003,403.410007,119145600,53.660129000000005
2011-07-27,400.589996,402.640003,392.14999,392.59,164831100,52.220890999999995
2011-07-28,391.619991,396.98999399999997,388.130005,391.819996,148508500,52.118468
2011-07-29,387.64000699999997,395.15000499999996,384.000004,390.479992,158146100,51.940226
2011-08-01,397.77999900000003,399.500011,392.369995,396.749989,153209000,52.774238000000004
2011-08-02,397.650009,397.90000200000003,388.35001,388.909996,159884900,51.731390999999995
2011-08-03,390.98000299999995,393.549995,382.23999,392.57,183127000,52.218231
2011-08-04,389.410007,391.32001099999997,377.34999799999997,377.369999,217851900,50.196382
2011-08-05,380.440002,383.499992,362.570007,373.620007,301147700,49.697571999999994
2011-08-08,361.68998700000003,367.769993,353.019989,353.21000699999996,285958400,46.982708
2011-08-09,361.299992,374.60998900000004,355.000008,374.010002,270645900,49.749448
2011-08-10,371.14999,374.64999,362.499992,363.690006,219664200,48.376719
2011-08-11,370.519989,375.450008,364.71999,373.700008,185492300,49.708214
2011-08-12,378.06998799999997,379.64001099999996,374.230007,376.98999,132244000,50.145835
2011-08-15,379.629997,384.970013,378.089989,383.410004,115136000,50.999802
2011-08-16,381.52,383.370003,376.060009,380.48000299999995,124687500,50.610064
2011-08-17,382.310005,384.519989,378.0,380.440002,110515300,50.604743
2011-08-18,370.839996,372.649998,361.370007,366.050007,212858800,48.690638
2011-08-19,362.169998,366.999989,356.000004,356.029991,193972100,47.357812
2011-08-22,364.509998,364.879993,355.089996,356.43998700000003,133828800,47.412348
2011-08-23,360.299995,373.64000699999997,357.0,373.600006,164208800,49.694912
2011-08-24,373.46999,378.959995,370.599991,376.18001200000003,156566900,50.038095
2011-08-25,365.079998,375.450008,364.999996,373.720009,217836500,49.710874
2011-08-26,371.16999100000004,383.799999,370.799995,383.579994,160369300,51.022413
2011-08-29,388.179993,391.499989,387.999989,389.969994,101317300,51.872388
2011-08-30,388.250008,391.839996,386.209988,389.98999399999997,104480600,51.875048
2011-08-31,390.570007,392.080002,381.860008,384.83000899999996,130646600,51.188686
2011-09-01,385.819992,387.34,380.720009,381.03000299999997,85931300,50.683223
2011-09-02,374.740005,378.0,371.830006,374.050003,109734800,49.754769
2011-09-06,367.37001000000004,380.330013,366.48000299999995,379.740013,127424500,50.511633
2011-09-07,385.56001299999997,385.599987,382.000011,383.92998900000003,87644200,51.068968
2011-09-08,382.399994,388.60998900000004,382.310005,384.14000699999997,104039600,51.096903999999995
2011-09-09,383.92998900000003,385.999996,375.020012,377.479988,141203300,50.211013
2011-09-12,372.999992,380.88001299999996,371.899994,379.939991,116958100,50.538233
2011-09-13,382.139988,386.209988,380.250011,384.619991,110140100,51.16075
2011-09-14,387.019993,392.209991,385.759991,389.299992,133681100,51.783266
2011-09-15,391.43,393.660011,389.90000499999996,392.959995,104454700,52.270107
2011-09-16,395.54000099999996,400.500008,395.03000299999997,400.500008,174628300,53.273052
2011-09-19,397.000008,413.229992,395.199993,411.630009,205965200,54.753524
2011-09-20,415.250011,422.860012,411.189999,413.449997,193938500,54.995612
2011-09-21,419.639992,421.589996,412.000004,412.14000699999997,151494000,54.821362
2011-09-22,401.030006,409.820007,396.700001,401.82001099999997,242120200,53.448634
2011-09-23,400.28000299999997,406.73999,399.850006,404.299988,136569300,53.778511
2011-09-26,399.85999300000003,403.980007,391.300011,403.170002,203219100,53.628205
2011-09-27,408.72999599999997,409.250008,398.060005,399.26000600000003,158124400,53.108111
2011-09-28,400.18998700000003,403.740002,396.51001,397.009995,107409400,52.808823
2011-09-29,401.919987,402.21000699999996,386.209988,390.570007,162771700,51.952199
2011-09-30,387.119995,388.889996,381.179993,381.319996,136910200,50.721796000000005
2011-10-03,380.36998700000004,382.63999900000005,373.17001,374.600002,167274800,49.827927
2011-10-04,374.56998799999997,381.800007,354.23999,372.500008,308419300,49.548594
2011-10-05,367.860008,379.81998799999997,360.299995,378.249992,196617400,50.313435999999996
2011-10-06,373.330013,384.77999500000004,371.799992,377.369999,203145600,50.196382
2011-10-07,375.78000299999997,377.73999399999997,368.490009,369.799999,133864500,49.189448
2011-10-10,379.090012,388.809994,378.209991,388.809994,110628700,51.718089
2011-10-11,392.57,403.17998900000003,391.499989,400.289989,151421900,53.245116
2011-10-12,407.340004,409.250008,400.13999900000005,402.190006,155571500,53.497849
2011-10-13,404.98000299999995,408.42998900000003,402.84999500000004,408.42998900000003,106546300,54.32786899999999
2011-10-14,416.829994,421.999992,415.270012,421.999992,143341800,56.132901000000004
2011-10-17,421.740013,426.69999299999995,415.93998700000003,419.990013,171511200,55.865541
2011-10-18,421.759987,424.80999,415.990002,422.23999800000007,220400600,56.164826
2011-10-19,401.349987,408.420002,397.799999,398.619991,276014900,53.02297900000001
2011-10-20,399.999996,400.349991,394.210011,395.310009,137317600,52.582696999999996
2011-10-21,398.100006,399.140003,390.750011,392.870007,155311100,52.258137
2011-10-24,396.17998900000003,406.500011,395.399998,405.770008,125534500,53.974047999999996
2011-10-25,405.029991,406.549999,397.37998999999996,397.770012,107606800,52.909918000000005
2011-10-26,401.76001,402.549988,393.150013,400.60001,114076200,53.286354
2011-10-27,407.560009,408.999989,401.88999900000005,404.69001000000003,123666200,53.830391000000006
2011-10-28,403.000011,406.34999500000004,402.509987,404.949989,80710700,53.864971999999995
2011-10-31,402.419998,409.33000899999996,401.050007,404.77999900000003,96375300,53.842361
2011-11-01,397.410004,399.500011,393.22000099999997,396.51001,132947500,52.74231700000001
2011-11-02,400.090012,400.440006,395.110004,397.410004,81837700,52.86203100000001
2011-11-03,399.06998799999997,403.399994,395.359997,403.07,110346600,53.614903000000005
2011-11-04,402.03000299999997,403.439995,399.160004,400.240002,75557300,53.23846700000001
2011-11-07,399.910007,399.999996,396.130001,399.73000299999995,67568900,53.170629000000005
2011-11-08,402.21000699999996,407.999992,401.560005,406.229992,100110500,54.035233
2011-11-09,396.969994,400.890003,394.230011,395.27999500000004,139671000,52.57870500000001
2011-11-10,397.02999500000004,397.20999900000004,382.15000200000003,385.22000499999996,186188100,51.240561
2011-11-11,386.609997,388.700005,380.259998,384.619991,163446500,51.16075
2011-11-14,383.519993,385.249992,378.200005,379.260002,108226300,50.447784000000006
2011-11-15,380.800011,389.499996,379.449993,388.829994,107702700,51.720749
2011-11-16,389.250004,391.14000699999997,384.32001099999997,384.770008,87302600,51.180704999999996
2011-11-17,383.98000299999995,384.57999,375.499996,377.41,119975100,50.201703
2011-11-18,378.919994,379.990005,374.880009,374.94001000000003,92984500,49.873154
2011-11-21,370.400013,371.67998900000003,365.910004,369.009995,111995100,49.084365000000005
2011-11-22,371.02,377.93001200000003,370.939999,376.51000600000003,102255300,50.081989
2011-11-23,374.509987,375.840004,366.88001299999996,366.990002,107067800,48.815673
2011-11-25,368.419994,371.14999,363.32001099999997,363.570004,63690200,48.360757
2011-11-28,372.349991,376.71999700000003,370.329998,376.12001000000004,86603300,50.030113
2011-11-29,375.840004,378.830006,370.200008,373.199997,93963800,49.641704
2011-11-30,381.290009,382.279991,378.300007,382.199989,101484600,50.83885
2011-12-01,382.539997,389.000011,380.749996,387.93,96795300,51.601034999999996
2011-12-02,389.82999,393.629997,388.580002,389.700001,94763900,51.836474
2011-12-05,393.48999399999997,396.410007,390.390003,393.01001,89302500,52.276759999999996
2011-12-06,392.509998,394.629993,389.379993,390.949989,70899500,52.002743
2011-12-07,389.929993,390.940002,386.759987,389.09,76186600,51.755334000000005
2011-12-08,391.450001,395.5,390.23,390.659996,94089100,51.964169
2011-12-09,392.850006,394.03999300000004,391.029991,393.62001000000004,74248300,52.3579
2011-12-12,391.679993,393.89999,389.450008,391.839996,75266800,52.121128999999996
2011-12-13,392.999996,395.399998,387.09999500000004,388.809994,84732200,51.718089
2011-12-14,386.700012,387.380001,377.679993,380.19001000000003,101721900,50.571490000000004
2011-12-15,383.330002,383.739998,378.309994,378.939995,64050000,50.405217
2011-12-16,380.36000099999995,384.149994,379.569996,381.019989,105369600,50.681891
2011-12-19,382.470009,384.85001,380.48000299999995,382.210003,58882600,50.840182
2011-12-20,387.76001,396.099987,387.259998,395.949997,84303800,52.667826
2011-12-21,396.68998700000003,397.299988,392.009987,396.450008,65737000,52.734336
2011-12-22,397.000008,399.12998999999996,396.099987,398.550003,50589700,53.01366899999999
2011-12-23,399.690002,403.590012,399.489998,403.330006,67349800,53.649488
2011-12-27,403.099987,409.090004,403.020012,406.52999900000003,66269000,54.075139
2011-12-28,406.89000699999997,408.250011,401.34,402.640003,57165500,53.557706
2011-12-29,403.399994,405.65000499999996,400.509995,405.120007,53994500,53.887586999999996
2011-12-30,403.51001,406.280006,403.490009,405.000004,44915500,53.871625
